n,k,algorithm,avg_comparisons,avg_swaps
45700,100,deterministic,368453.6,211512.82
45800,100,randomized,92290.14,46007.52
45800,100,deterministic,368120.22,211276.68
45900,100,randomized,90222.24,43971.38
45900,100,deterministic,369604.9,212091.9
46000,100,randomized,90583.6,43417.56
46000,100,deterministic,369321.48,212042.72
46100,100,randomized,91538.24,44448.98
46100,100,deterministic,370757.48,212831.52
46200,100,randomized,94703.9,48261.2
46200,100,deterministic,371416.58,213088.14
46300,100,randomized,85815.06,38929.86
46300,100,deterministic,372681.14,213843.8
46400,100,randomized,87831.54,40905.72
46400,100,deterministic,374475.88,215012.52
46500,100,randomized,92937.12,46111.66
46500,100,deterministic,375563.28,215577.74
46600,100,randomized,97041.02,49651.64
46600,100,deterministic,375094.0,215367.9
46700,100,randomized,90020.18,42961.7
46700,100,deterministic,376397.1,216093.02
46800,100,randomized,96584.6,49514.04
46800,100,deterministic,376125.18,215857.46
46900,100,randomized,97452.88,49953.42
46900,100,deterministic,377484.82,216656.78
47000,100,randomized,97321.68,50068.44
47000,100,deterministic,378295.2,217173.72
47100,100,randomized,97442.62,49709.9
47100,100,deterministic,379237.08,217703.08
47200,100,randomized,94375.74,46786.92
47200,100,deterministic,381624.5,219174.64
47300,100,randomized,94813.8,47177.6
47300,100,deterministic,380012.12,218355.72
47400,100,randomized,84057.0,36423.56
47400,100,deterministic,381315.3,218899.2
47500,100,randomized,96952.38,49193.88
47500,100,deterministic,383179.44,219950.0
47600,100,randomized,101161.22,53032.26
47600,100,deterministic,384677.58,220827.1
47700,100,randomized,101922.02,53806.78
47700,100,deterministic,383613.54,220207.56
47800,100,randomized,93336.5,45167.46
47800,100,deterministic,383904.14,220424.12
47900,100,randomized,94891.32,46251.32
47900,100,deterministic,386202.3,221614.74
48000,100,randomized,105217.58,55529.78
48000,100,deterministic,386095.92,221588.44
48100,100,randomized,90136.08,41158.88
48100,100,deterministic,387078.22,222300.32
48200,100,randomized,105071.72,55887.26
48200,100,deterministic,387990.02,222671.36
48300,100,randomized,94537.24,44257.76
48300,100,deterministic,389923.72,223816.64
48400,100,randomized,102528.72,53336.94
48400,100,deterministic,389895.96,223780.62
48500,100,randomized,99364.14,50563.6
48500,100,deterministic,391507.64,224764.78
48600,100,randomized,99942.1,51046.72
48600,100,deterministic,391650.06,224756.86
48700,100,randomized,96990.08,47423.08
48700,100,deterministic,390936.22,224371.9
48800,100,randomized,109140.06,58302.54
48800,100,deterministic,394304.9,226318.34
48900,100,randomized,104792.38,55541.64
48900,100,deterministic,393556.38,225886.7
49000,100,randomized,98620.4,49314.46
49000,100,deterministic,396095.84,227273.12
49100,100,randomized,108280.98,58058.8
49100,100,deterministic,396230.5,227409.84
49200,100,randomized,100668.48,51241.06
49200,100,deterministic,396537.38,227639.28
49300,100,randomized,113340.46,63370.16
49300,100,deterministic,397671.2,228165.42
49400,100,randomized,87346.22,37604.96
49400,100,deterministic,397677.42,228095.44
49500,100,randomized,101035.56,51109.42
49500,100,deterministic,399259.0,229292.2
49600,100,randomized,90850.62,40763.4
49600,100,deterministic,398195.68,228353.06
49700,100,randomized,97619.16,47533.5
49700,100,deterministic,400864.12,230113.84
49800,100,randomized,104557.3,54446.72
49800,100,deterministic,401674.64,230664.44
49900,100,randomized,105784.8,55655.52
49900,100,deterministic,401717.84,230566.3
50000,100,randomized,99811.76,49453.78
50000,100,deterministic,402211.7,230723.96
