n,k,algorithm,avg_comparisons,avg_swaps
23200,10,deterministic,185885.36,106832.3
23300,10,randomized,46471.94,23142.6
23300,10,deterministic,185466.48,106590.86
23400,10,randomized,47723.68,24317.82
23400,10,deterministic,186973.84,107472.24
23500,10,randomized,51303.86,27755.58
23500,10,deterministic,187121.7,107584.4
23600,10,randomized,46206.98,22569.82
23600,10,deterministic,188293.94,108182.3
23700,10,randomized,48112.26,24405.02
23700,10,deterministic,187992.64,108076.56
23800,10,randomized,46525.02,22733.0
23800,10,deterministic,189976.56,109231.14
23900,10,randomized,46310.94,22419.18
23900,10,deterministic,191075.3,109748.84
24000,10,randomized,50761.08,26750.88
24000,10,deterministic,191536.9,110068.12
24100,10,randomized,50451.38,26336.36
24100,10,deterministic,192642.56,110761.94
24200,10,randomized,48836.8,24629.56
24200,10,deterministic,192700.82,110717.0
24300,10,randomized,48877.18,24534.52
24300,10,deterministic,193874.1,111362.52
24400,10,randomized,50999.14,26580.68
24400,10,deterministic,195044.84,112049.1
24500,10,randomized,47283.78,22753.92
24500,10,deterministic,195827.42,112524.86
24600,10,randomized,51625.88,27020.84
24600,10,deterministic,196030.1,112655.7
24700,10,randomized,49699.6,24970.5
24700,10,deterministic,197556.94,113507.22
24800,10,randomized,49223.6,24437.04
24800,10,deterministic,198553.18,114110.02
24900,10,randomized,53927.24,29020.46
24900,10,deterministic,198590.88,114075.3
25000,10,randomized,48942.9,23949.54
25000,10,deterministic,199588.1,114633.62
25100,10,randomized,46472.08,21370.08
25100,10,deterministic,200569.5,115247.6
25200,10,randomized,51680.96,26463.74
25200,10,deterministic,201900.5,116111.92
25300,10,randomized,50956.12,25586.0
25300,10,deterministic,201710.36,115815.3
25400,10,randomized,52637.8,27240.22
25400,10,deterministic,202956.96,116652.48
25500,10,randomized,51325.58,25825.58
25500,10,deterministic,204255.9,117405.58
25600,10,randomized,49292.36,23691.84
25600,10,deterministic,202788.0,116528.14
25700,10,randomized,53933.58,28225.92
25700,10,deterministic,204949.4,117815.82
25800,10,randomized,50479.96,24626.22
25800,10,deterministic,205940.6,118334.92
25900,10,randomized,52844.96,26947.26
25900,10,deterministic,206562.68,118657.5
26000,10,randomized,52574.06,26445.04
26000,10,deterministic,207838.22,119403.0
26100,10,randomized,51916.78,25831.84
26100,10,deterministic,208551.3,119843.8
26200,10,randomized,52979.44,26707.26
26200,10,deterministic,209283.38,120204.36
26300,10,randomized,53953.74,27660.88
26300,10,deterministic,208796.88,119988.8
26400,10,randomized,52301.72,25908.66
26400,10,deterministic,211046.46,121281.72
26500,10,randomized,53219.52,26704.24
26500,10,deterministic,212370.86,122065.6
26600,10,randomized,50592.4,23946.48
26600,10,deterministic,212496.48,122096.5
26700,10,randomized,57502.94,30798.5
26700,10,deterministic,213633.62,122739.92
26800,10,randomized,55134.98,28330.38
26800,10,deterministic,213735.36,122802.8
26900,10,randomized,52827.66,25920.16
26900,10,deterministic,214302.14,123131.94
27000,10,randomized,51384.2,24375.96
27000,10,deterministic,215973.02,124057.42
27100,10,randomized,54204.8,27126.96
27100,10,deterministic,214938.44,123487.32
27200,10,randomized,53029.98,25843.02
27200,10,deterministic,217953.84,125344.64
27300,10,randomized,55882.32,28592.68
27300,10,deterministic,218224.28,125328.26
27400,10,randomized,55124.2,27549.84
27400,10,deterministic,219009.3,125870.6
27500,10,randomized,61692.06,34204.28
27500,10,deterministic,219837.32,126299.66
27600,10,randomized,58602.9,31017.04
27600,10,deterministic,220870.54,126907.5
27700,10,randomized,57102.14,29395.58
27700,10,deterministic,221505.48,127250.72
27800,10,randomized,53668.08,25320.02
27800,10,deterministic,222442.0,127821.94
27900,10,randomized,52882.36,25001.3
27900,10,deterministic,222410.5,127776.66
28000,10,randomized,57351.06,29357.1
28000,10,deterministic,222672.84,128063.26
28100,10,randomized,59351.62,31188.8
28100,10,deterministic,224606.1,129078.76
28200,10,randomized,55530.64,27330.26
28200,10,deterministic,224938.9,129186.14
28300,10,randomized,53161.56,24820.7
28300,10,deterministic,226605.0,130219.3
28400,10,randomized,61336.72,32954.88
28400,10,deterministic,226825.36,130360.04
28500,10,randomized,56497.54,27969.54
28500,10,deterministic,228304.96,131151.84
28600,10,randomized,56321.94,27599.14
28600,10,deterministic,229689.52,132034.22
28700,10,randomized,59368.62,30595.82
28700,10,deterministic,230000.7,132117.34
28800,10,randomized,54464.64,25624.12
28800,10,deterministic,230393.16,132378.76
28900,10,randomized,57679.4,28784.12
28900,10,deterministic,231245.28,132920.58
29000,10,randomized,63785.38,34751.46
29000,10,deterministic,231885.34,133184.82
29100,10,randomized,58985.18,29882.56
29100,10,deterministic,232788.7,133842.72
29200,10,randomized,60283.74,31012.52
29200,10,deterministic,233683.06,134231.08
29300,10,randomized,64353.4,35023.66
29300,10,deterministic,233830.74,134346.48
29400,10,randomized,56458.94,26995.48
29400,10,deterministic,235641.82,135335.18
29500,10,randomized,55145.8,25631.74
29500,10,deterministic,236835.3,136170.62
29600,10,randomized,60192.1,30605.88
29600,10,deterministic,236047.58,135673.96
29700,10,randomized,63332.8,33570.54
29700,10,deterministic,237924.02,136642.28
29800,10,randomized,59253.78,29447.88
29800,10,deterministic,238201.68,136867.44
29900,10,randomized,68990.6,39106.78
29900,10,deterministic,239153.76,137351.56
30000,10,randomized,60741.92,30731.38
30000,10,deterministic,240009.64,137972.7
30100,10,randomized,58936.22,28812.74
30100,10,deterministic,241456.64,138754.18
30200,10,randomized,59557.74,29323.14
30200,10,deterministic,241948.58,139028.66
30300,10,randomized,67269.98,36927.86
30300,10,deterministic,242966.54,139613.06
30400,10,randomized,55914.16,25517.28
30400,10,deterministic,243238.44,139811.94
30500,10,randomized,62595.86,32083.56
30500,10,deterministic,244890.64,140741.42
30600,10,randomized,67366.36,36764.2
30600,10,deterministic,244457.16,140342.4
30700,10,randomized,60978.06,30247.34
30700,10,deterministic,246404.84,141501.96
30800,10,randomized,64609.38,33768.14
30800,10,deterministic,246561.16,141682.42
30900,10,randomized,61290.52,30398.0
30900,10,deterministic,247297.26,142082.12
31000,10,randomized,60678.66,29591.98
31000,10,deterministic,248835.22,142908.9
31100,10,randomized,61815.68,30724.88
31100,10,deterministic,249247.28,143234.1
31200,10,randomized,58946.86,27740.08
31200,10,deterministic,249963.38,143638.88
31300,10,randomized,58304.08,26991.34
31300,10,deterministic,250720.96,144005.56
31400,10,randomized,56933.36,25536.78
31400,10,deterministic,251583.72,144482.62
31500,10,randomized,58477.56,26976.48
31500,10,deterministic,252866.06,145203.62
31600,10,randomized,63795.16,32075.22
31600,10,deterministic,251802.54,144570.56
31700,10,randomized,63221.22,31506.66
31700,10,deterministic,253315.02,145518.54
31800,10,randomized,59427.9,27589.34
31800,10,deterministic,254919.98,146400.44
31900,10,randomized,67702.24,35818.36
31900,10,deterministic,255574.5,146829.4
32000,10,randomized,66390.34,34314.78
32000,10,deterministic,256568.7,147324.96
32100,10,randomized,66971.12,34863.64
32100,10,deterministic,256955.12,147604.46
32200,10,randomized,66481.96,34195.6
32200,10,deterministic,258523.0,148437.18
32300,10,randomized,67045.06,34672.26
32300,10,deterministic,258995.78,148801.1
32400,10,randomized,63940.14,31522.96
32400,10,deterministic,259722.38,149139.98
32500,10,randomized,64991.36,32500.38
32500,10,deterministic,259706.86,149145.42
32600,10,randomized,64820.06,32208.7
32600,10,deterministic,261418.6,150133.58
32700,10,randomized,63280.54,30574.4
32700,10,deterministic,261515.64,150188.52
32800,10,randomized,64585.44,31047.86
32800,10,deterministic,262385.26,150765.74
32900,10,randomized,65681.42,32779.66
32900,10,deterministic,263681.66,151433.1
33000,10,randomized,64524.94,31056.2
33000,10,deterministic,264948.06,152185.48
33100,10,randomized,68916.58,35803.68
33100,10,deterministic,265005.16,152172.72
33200,10,randomized,66584.36,33386.96
33200,10,deterministic,266635.9,153068.52
33300,10,randomized,65948.66,32641.2
33300,10,deterministic,266813.48,153149.3
33400,10,randomized,66657.42,33268.02
33400,10,deterministic,267030.84,153274.22
33500,10,randomized,65410.24,31822.98
33500,10,deterministic,268728.2,154392.4
33600,10,randomized,62514.96,28920.74
33600,10,deterministic,267655.22,153668.74
33700,10,randomized,68984.28,35259.22
33700,10,deterministic,270177.34,155233.72
33800,10,randomized,69765.6,35954.56
33800,10,deterministic,270701.98,155454.06
33900,10,randomized,67984.06,34089.04
33900,10,deterministic,271585.78,155921.28
34000,10,randomized,67775.52,33769.54
34000,10,deterministic,272366.5,156339.74
34100,10,randomized,75435.64,41339.02
34100,10,deterministic,274012.38,157494.5
34200,10,randomized,59674.14,25487.46
34200,10,deterministic,274198.02,157487.8
34300,10,randomized,71139.86,36815.2
34300,10,deterministic,274741.04,157817.88
34400,10,randomized,67610.4,33190.54
34400,10,deterministic,275190.0,157977.98
34500,10,randomized,64652.8,30128.06
34500,10,deterministic,277090.74,159154.94
34600,10,randomized,70447.92,35376.32
34600,10,deterministic,276752.68,158919.4
34700,10,randomized,69907.74,35209.66
34700,10,deterministic,278998.28,160255.9
34800,10,randomized,68023.98,33233.5
34800,10,deterministic,277569.66,159389.94
34900,10,randomized,75153.52,40259.56
34900,10,deterministic,280590.0,161110.72
35000,10,randomized,71660.02,36663.68
35000,10,deterministic,281247.02,161456.1
35100,10,randomized,74655.92,39563.46
35100,10,deterministic,281269.16,161546.06
35200,10,randomized,68871.76,33660.06
35200,10,deterministic,281228.58,161551.14
35300,10,randomized,75007.48,39636.38
35300,10,deterministic,282122.54,161993.12
35400,10,randomized,63023.04,27609.84
35400,10,deterministic,283694.76,163020.28
35500,10,randomized,68879.86,33377.12
35500,10,deterministic,285671.9,164064.4
35600,10,randomized,66699.12,31102.06
35600,10,deterministic,285881.68,164193.22
35700,10,randomized,71601.78,35907.94
35700,10,deterministic,286509.28,164552.44
35800,10,randomized,79267.94,43459.56
35800,10,deterministic,288220.46,165521.1
35900,10,randomized,68149.28,32255.18
35900,10,deterministic,288787.32,165828.86
36000,10,randomized,69602.62,33591.4
36000,10,deterministic,289023.78,165978.04
36100,10,randomized,74925.06,38725.26
36100,10,deterministic,290175.5,166621.12
36200,10,randomized,72195.42,35910.46
36200,10,deterministic,291407.84,167326.1
36300,10,randomized,66738.26,30424.7
36300,10,deterministic,291138.4,167174.7
36400,10,randomized,74609.5,38222.94
36400,10,deterministic,292400.78,168053.8
36500,10,randomized,70531.24,33971.9
36500,10,deterministic,291445.22,167311.72
36600,10,randomized,73790.72,37196.1
36600,10,deterministic,293878.58,168786.44
36700,10,randomized,73330.94,36631.04
36700,10,deterministic,294777.18,169268.14
36800,10,randomized,70042.78,33255.3
36800,10,deterministic,295083.64,169507.8
36900,10,randomized,77225.22,40333.02
36900,10,deterministic,294738.38,169274.76
37000,10,randomized,68101.32,31096.98
37000,10,deterministic,297200.42,170709.74
37100,10,randomized,75902.52,38793.48
37100,10,deterministic,297019.72,170575.38
37200,10,randomized,64861.42,27474.86
37200,10,deterministic,299678.2,172156.12
37300,10,randomized,74132.4,36838.9
37300,10,deterministic,299060.14,171665.26
37400,10,randomized,77728.76,40319.72
37400,10,deterministic,300285.64,172397.28
37500,10,randomized,73337.14,35855.68
37500,10,deterministic,301533.64,173158.28
37600,10,randomized,77240.74,39636.56
37600,10,deterministic,302251.78,173492.42
37700,10,randomized,79970.62,42259.62
37700,10,deterministic,301796.78,173322.28
37800,10,randomized,78355.6,40565.86
37800,10,deterministic,303584.14,174463.7
37900,10,randomized,79956.56,42066.02
37900,10,deterministic,304770.78,175045.2
38000,10,randomized,70335.68,32318.72
38000,10,deterministic,304658.94,174898.1
38100,10,randomized,83092.96,44998.74
38100,10,deterministic,306502.6,175965.32
38200,10,randomized,79632.08,41426.18
38200,10,deterministic,307835.0,176738.06
38300,10,randomized,81459.88,43142.48
38300,10,deterministic,307091.64,176317.96
38400,10,randomized,77817.74,39421.28
38400,10,deterministic,308705.06,177234.3
38500,10,randomized,78077.28,39558.8
38500,10,deterministic,309449.24,177666.56
38600,10,randomized,79681.42,41021.0
38600,10,deterministic,309345.02,177778.52
38700,10,randomized,80889.86,42170.84
38700,10,deterministic,310763.0,178363.12
38800,10,randomized,71133.08,32327.24
38800,10,deterministic,312210.58,179297.16
38900,10,randomized,77507.2,38605.6
38900,10,deterministic,313312.56,179968.1
39000,10,randomized,68144.32,29151.14
39000,10,deterministic,313672.58,180117.34
39100,10,randomized,75445.34,36285.16
39100,10,deterministic,313339.06,179996.64
39200,10,randomized,77289.34,38084.68
39200,10,deterministic,314632.42,180618.92
39300,10,randomized,76862.52,37584.12
39300,10,deterministic,316516.68,181769.36
39400,10,randomized,84430.24,44991.88
39400,10,deterministic,315509.04,181089.64
39500,10,randomized,83379.6,43639.26
39500,10,deterministic,317397.86,182175.38
39600,10,randomized,73485.44,33840.66
39600,10,deterministic,318148.84,182600.02
39700,10,randomized,77117.76,37432.06
39700,10,deterministic,319435.62,183419.84
39800,10,randomized,76541.14,36747.86
39800,10,deterministic,320329.0,183973.7
39900,10,randomized,82430.84,42534.84
39900,10,deterministic,320807.76,184173.9
40000,10,randomized,69212.2,29229.86
40000,10,deterministic,320867.8,184226.26
40100,10,randomized,85944.44,45788.14
40100,10,deterministic,321839.68,184753.44
40200,10,randomized,81443.7,41192.06
40200,10,deterministic,323097.3,185417.26
40300,10,randomized,77320.08,37035.2
40300,10,deterministic,322705.02,185310.26
40400,10,randomized,76938.04,36542.6
40400,10,deterministic,324921.88,186367.24
40500,10,randomized,88457.36,47959.3
40500,10,deterministic,325829.84,187082.42
40600,10,randomized,82298.68,41711.86
40600,10,deterministic,327103.48,187752.36
40700,10,randomized,83222.78,42516.4
40700,10,deterministic,327255.9,187849.38
40800,10,randomized,88262.86,47411.24
40800,10,deterministic,327779.2,188247.72
40900,10,randomized,84425.26,43543.82
40900,10,deterministic,328950.6,188874.96
41000,10,randomized,86108.24,45105.56
41000,10,deterministic,329910.24,189387.16
41100,10,randomized,81806.7,40709.62
41100,10,deterministic,330543.8,189626.64
41200,10,randomized,86760.58,45539.36
41200,10,deterministic,331400.94,190281.4
41300,10,randomized,87793.32,46482.22
41300,10,deterministic,331985.9,190583.8
41400,10,randomized,79791.5,38411.76
41400,10,deterministic,329490.8,189172.1
41500,10,randomized,78936.96,37425.28
41500,10,deterministic,334128.24,191809.9
41600,10,randomized,84190.92,42580.5
41600,10,deterministic,334338.12,191864.34
41700,10,randomized,86240.76,44540.22
41700,10,deterministic,334679.56,192087.2
41800,10,randomized,85755.32,43971.74
41800,10,deterministic,336565.14,193167.98
41900,10,randomized,80493.08,38594.8
41900,10,deterministic,338281.32,194148.94
42000,10,randomized,86395.46,44370.44
42000,10,deterministic,338343.06,194226.04
42100,10,randomized,80617.2,38532.88
42100,10,deterministic,337451.24,193790.58
42200,10,randomized,84812.52,42578.88
42200,10,deterministic,338989.84,194515.38
42300,10,randomized,81034.78,38737.04
42300,10,deterministic,340462.78,195290.56
42400,10,randomized,83602.16,41206.78
42400,10,deterministic,340907.24,195743.96
42500,10,randomized,85124.18,42611.76
42500,10,deterministic,341059.22,195782.82
42600,10,randomized,78184.56,35594.92
42600,10,deterministic,342039.9,196232.9
42700,10,randomized,81789.16,39087.56
42700,10,deterministic,343121.98,196957.34
42800,10,randomized,91394.22,48593.4
42800,10,deterministic,344595.76,197831.92
42900,10,randomized,83974.08,41015.74
42900,10,deterministic,345829.04,198635.06
43000,10,randomized,81189.52,38153.3
43000,10,deterministic,345177.44,198088.04
43100,10,randomized,90694.88,47569.26
43100,10,deterministic,347044.96,199157.56
43200,10,randomized,92373.52,49103.94
43200,10,deterministic,346838.14,199051.7
43300,10,randomized,80896.9,37601.94
43300,10,deterministic,348513.16,200083.16
43400,10,randomized,81619.4,38205.22
43400,10,deterministic,349880.32,200809.3
43500,10,randomized,86477.08,42943.3
43500,10,deterministic,350028.3,200885.76
43600,10,randomized,90178.02,46533.66
43600,10,deterministic,350338.24,201027.58
43700,10,randomized,90991.06,47294.76
43700,10,deterministic,351457.32,201642.24
43800,10,randomized,85823.0,42019.1
43800,10,deterministic,352553.8,202412.62
43900,10,randomized,92592.34,48589.56
43900,10,deterministic,351366.32,201672.7
44000,10,randomized,86390.66,42384.34
44000,10,deterministic,354788.14,203610.64
44100,10,randomized,87453.52,43354.28
44100,10,deterministic,354568.0,203631.76
44200,10,randomized,91314.86,47120.54
44200,10,deterministic,356282.54,204516.84
44300,10,randomized,79712.54,35333.1
44300,10,deterministic,356594.1,204709.94
44400,10,randomized,91212.38,46828.84
44400,10,deterministic,356095.06,204433.8
44500,10,randomized,93926.3,49417.74
44500,10,deterministic,358215.38,205644.32
44600,10,randomized,95509.36,50897.48
44600,10,deterministic,358450.66,205768.44
44700,10,randomized,88357.5,43616.38
44700,10,deterministic,359675.18,206456.68
44800,10,randomized,85561.88,40364.28
44800,10,deterministic,358735.08,205851.36
44900,10,randomized,94096.8,49200.3
44900,10,deterministic,360817.7,207085.34
45000,10,randomized,94000.68,48999.18
45000,10,deterministic,361336.14,207530.14
45100,10,randomized,90395.56,45304.84
45100,10,deterministic,362545.72,208111.88
45200,10,randomized,100142.28,54953.04
45200,10,deterministic,363884.96,208786.38
45300,10,randomized,96959.94,51671.76
45300,10,deterministic,364404.86,209149.36
45400,10,randomized,86748.8,41314.38
45400,10,deterministic,366120.3,210127.78
45500,10,randomized,92863.46,47322.04
45500,10,deterministic,365986.86,210074.02
45600,10,randomized,97300.32,51566.04
45600,10,deterministic,366037.08,210132.16
45700,10,randomized,84466.12,38774.62
45700,10,deterministic,367252.74,210825.24
45800,10,randomized,92162.68,46356.2
45800,10,deterministic,369573.48,212171.64
45900,10,randomized,91567.26,45685.62
45900,10,deterministic,367169.84,210623.86
46000,10,randomized,89798.9,43817.84
46000,10,deterministic,370212.7,212466.44
46100,10,randomized,94684.3,48593.92
46100,10,deterministic,371923.8,213414.78
46200,10,randomized,92295.06,46068.1
46200,10,deterministic,372233.6,213680.46
46300,10,randomized,96702.54,50385.1
46300,10,deterministic,373873.34,214714.08
46400,10,randomized,96443.5,50022.98
46400,10,deterministic,373885.46,214642.94
46500,10,randomized,95008.42,48443.2
46500,10,deterministic,374927.52,215345.02
46600,10,randomized,93935.34,47317.5
46600,10,deterministic,374694.38,215186.34
46700,10,randomized,91542.84,44815.06
46700,10,deterministic,376062.1,215828.02
46800,10,randomized,101849.58,55023.12
46800,10,deterministic,375798.38,215818.06
46900,10,randomized,104246.1,57165.1
46900,10,deterministic,378658.76,217403.92
47000,10,randomized,89802.54,42787.34
47000,10,deterministic,378661.28,217302.48
47100,10,randomized,88238.58,41138.84
47100,10,deterministic,379390.5,217764.46
47200,10,randomized,86719.68,39469.92
47200,10,deterministic,379176.72,217583.54
47300,10,randomized,97587.46,50272.4
47300,10,deterministic,381432.06,218943.48
47400,10,randomized,91452.02,44032.66
47400,10,deterministic,382642.16,219676.18
47500,10,randomized,93453.8,45937.74
47500,10,deterministic,381934.76,219282.14
47600,10,randomized,91010.94,43398.28
47600,10,deterministic,383240.78,219991.02
47700,10,randomized,93596.16,45876.88
47700,10,deterministic,384389.08,220606.5
47800,10,randomized,91321.84,43503.0
47800,10,deterministic,385564.68,221379.5
47900,10,randomized,91771.88,43892.22
47900,10,deterministic,386261.44,221586.04
48000,10,randomized,84675.46,36683.48
48000,10,deterministic,386369.28,221694.12
48100,10,randomized,94731.2,46538.32
48100,10,deterministic,387151.3,222195.58
48200,10,randomized,97866.14,49679.48
48200,10,deterministic,387568.44,222441.94
48300,10,randomized,95139.08,46829.7
48300,10,deterministic,388487.44,222919.7
48400,10,randomized,106203.2,57720.1
48400,10,deterministic,389985.82,223872.2
48500,10,randomized,105550.98,56094.28
48500,10,deterministic,390597.28,224233.76
48600,10,randomized,97442.22,48843.7
48600,10,deterministic,393119.32,225672.96
48700,10,randomized,97950.04,49250.08
48700,10,deterministic,393110.98,225694.54
48800,10,randomized,98342.2,49543.7
48800,10,deterministic,391416.22,224578.14
48900,10,randomized,100782.66,51881.96
48900,10,deterministic,394111.6,226159.14
49000,10,randomized,97217.3,48227.86
49000,10,deterministic,395459.02,226953.48
49100,10,randomized,97523.44,48312.62
49100,10,deterministic,395919.68,227282.88
49200,10,randomized,96609.66,47413.46
49200,10,deterministic,396537.6,227500.22
49300,10,randomized,101935.34,52620.04
49300,10,deterministic,398672.4,228760.0
49400,10,randomized,103944.42,54479.86
49400,10,deterministic,397879.02,228289.0
49500,10,randomized,94244.92,44757.2
49500,10,deterministic,399706.86,229414.32
49600,10,randomized,91932.8,42303.92
49600,10,deterministic,400310.32,229869.32
49700,10,randomized,100355.48,50652.0
49700,10,deterministic,400888.48,230047.82
49800,10,randomized,99538.4,49742.62
49800,10,deterministic,402500.3,231102.1
49900,10,randomized,98376.68,48471.1
49900,10,deterministic,403110.16,231327.76
50000,10,randomized,101560.5,51561.82
50000,10,deterministic,402217.66,230683.4
1000,100,randomized,2346.18,1125.24
1000,100,deterministic,7196.56,4190.76
1100,100,randomized,2748.08,1257.26
1100,100,deterministic,8004.38,4655.3
1200,100,randomized,3124.08,1563.56
1200,100,deterministic,8761.3,5097.88
1300,100,randomized,3291.52,1718.36
1300,100,deterministic,9566.3,5567.62
1400,100,randomized,3374.88,1669.7
1400,100,deterministic,10316.5,6004.94
1500,100,randomized,3741.08,1902.76
1500,100,deterministic,11108.52,6470.68
1600,100,randomized,3955.52,2112.46
1600,100,deterministic,11911.7,6913.66
1700,100,randomized,3808.8,1929.34
1700,100,deterministic,12460.12,7234.86
1800,100,randomized,4473.3,2314.9
1800,100,deterministic,13311.08,7712.1
1900,100,randomized,4834.5,2497.74
1900,100,deterministic,14181.64,8250.82
2000,100,randomized,4557.8,2291.28
2000,100,deterministic,14919.42,8667.78
2100,100,randomized,4809.46,2347.3
2100,100,deterministic,15778.92,9149.74
2200,100,randomized,4913.52,2336.78
2200,100,deterministic,16449.0,9532.74
2300,100,randomized,5488.84,2779.06
2300,100,deterministic,17221.34,9995.04
2400,100,randomized,5659.46,2932.86
2400,100,deterministic,17986.94,10439.68
2500,100,randomized,5778.24,2888.88
2500,100,deterministic,18919.1,10977.36
2600,100,randomized,6287.4,3237.94
2600,100,deterministic,19523.06,11310.26
2700,100,randomized,6757.12,3569.32
2700,100,deterministic,20379.88,11799.3
2800,100,randomized,6019.46,2884.34
2800,100,deterministic,21022.06,12157.7
2900,100,randomized,6594.1,3243.52
2900,100,deterministic,21908.76,12691.46
3000,100,randomized,6796.14,3486.38
3000,100,deterministic,22716.24,13141.22
3100,100,randomized,6567.2,3023.86
3100,100,deterministic,23458.84,13572.46
3200,100,randomized,7566.6,3974.26
3200,100,deterministic,24068.14,13940.5
3300,100,randomized,7075.34,3448.36
3300,100,deterministic,25079.84,14518.36
3400,100,randomized,8292.6,4547.2
3400,100,deterministic,26007.18,15062.6
3500,100,randomized,7627.82,3627.5
3500,100,deterministic,26768.92,15485.14
3600,100,randomized,8363.64,4407.9
3600,100,deterministic,27303.84,15787.4
3700,100,randomized,8235.56,4041.0
3700,100,deterministic,28400.36,16434.9
3800,100,randomized,9351.7,5058.48
3800,100,deterministic,28926.7,16714.66
3900,100,randomized,8250.36,4047.92
3900,100,deterministic,29910.72,17301.06
4000,100,randomized,9917.7,5594.74
4000,100,deterministic,30541.58,17662.38
4100,100,randomized,8512.06,3908.02
4100,100,deterministic,31330.5,18105.26
4200,100,randomized,9159.6,4766.98
4200,100,deterministic,32235.04,18617.22
4300,100,randomized,9551.76,4848.22
4300,100,deterministic,32964.36,19028.44
4400,100,randomized,10277.52,5445.4
4400,100,deterministic,33493.0,19358.9
4500,100,randomized,9606.48,4450.84
4500,100,deterministic,34514.54,19944.2
4600,100,randomized,9609.06,4602.0
4600,100,deterministic,35480.94,20497.82
4700,100,randomized,9685.2,4682.08
4700,100,deterministic,36206.54,20929.38
4800,100,randomized,10484.56,5358.18
4800,100,deterministic,37017.26,21377.66
4900,100,randomized,10446.18,5253.66
4900,100,deterministic,37716.24,21757.44
5000,100,randomized,10434.16,5038.06
5000,100,deterministic,38520.7,22262.12
5100,100,randomized,10757.74,5259.96
5100,100,deterministic,39320.82,22693.1
5200,100,randomized,12296.86,6512.54
5200,100,deterministic,40348.2,23300.24
5300,100,randomized,12498.76,6752.54
5300,100,deterministic,40776.36,23530.04
5400,100,randomized,12326.28,6552.14
5400,100,deterministic,41626.04,24037.48
5500,100,randomized,12173.12,6193.84
5500,100,deterministic,42457.44,24519.42
5600,100,randomized,11571.7,5599.12
5600,100,deterministic,43366.54,25029.84
5700,100,randomized,12295.72,6377.78
5700,100,deterministic,44040.08,25415.66
5800,100,randomized,12901.92,6597.0
5800,100,deterministic,44942.38,25924.42
5900,100,randomized,13921.42,7248.06
5900,100,deterministic,45738.14,26406.7
6000,100,randomized,12184.66,5899.84
6000,100,deterministic,46449.3,26808.18
6100,100,randomized,13072.26,6426.3
6100,100,deterministic,47079.62,27179.56
6200,100,randomized,14241.16,7547.22
6200,100,deterministic,47834.3,27610.9
6300,100,randomized,13658.64,6843.84
6300,100,deterministic,48750.58,28104.1
6400,100,randomized,13508.56,6569.7
6400,100,deterministic,49690.06,28660.4
6500,100,randomized,15236.02,8216.22
6500,100,deterministic,50502.32,29139.78
6600,100,randomized,14149.28,7180.64
6600,100,deterministic,51346.04,29633.0
6700,100,randomized,14398.28,7031.2
6700,100,deterministic,52367.12,30216.7
6800,100,randomized,12704.92,5615.06
6800,100,deterministic,53059.98,30621.2
6900,100,randomized,13530.56,6295.58
6900,100,deterministic,53819.94,31054.22
7000,100,randomized,15002.14,7499.48
7000,100,deterministic,54598.34,31506.84
7100,100,randomized,14458.92,6974.7
7100,100,deterministic,55511.66,32043.96
7200,100,randomized,16723.38,8515.26
7200,100,deterministic,56031.92,32339.84
7300,100,randomized,15290.96,7459.72
7300,100,deterministic,56781.86,32762.66
7400,100,randomized,15195.0,7355.22
7400,100,deterministic,57486.48,33149.04
7500,100,randomized,17357.48,9591.42
7500,100,deterministic,58376.28,33694.56
7600,100,randomized,15495.38,7018.6
7600,100,deterministic,59498.6,34321.38
7700,100,randomized,16318.72,8273.98
7700,100,deterministic,60148.5,34684.8
7800,100,randomized,17794.82,9544.5
7800,100,deterministic,60943.64,35161.22
7900,100,randomized,16613.96,8306.4
7900,100,deterministic,61521.14,35455.84
8000,100,randomized,17869.36,9506.34
8000,100,deterministic,62483.04,36024.36
8100,100,randomized,17006.48,8659.44
8100,100,deterministic,63058.78,36342.52
8200,100,randomized,17343.3,8489.48
8200,100,deterministic,64152.68,36970.1
8300,100,randomized,16368.32,7722.54
8300,100,deterministic,64412.86,37109.86
8400,100,randomized,17037.16,8449.3
8400,100,deterministic,65825.04,37950.16
8500,100,randomized,17626.62,8843.3
8500,100,deterministic,66732.8,38465.22
8600,100,randomized,17889.6,8404.86
8600,100,deterministic,67119.72,38662.38
8700,100,randomized,18664.24,9291.5
8700,100,deterministic,68251.76,39356.48
8800,100,randomized,16894.0,7665.62
8800,100,deterministic,68601.7,39593.18
8900,100,randomized,18263.4,8744.6
8900,100,deterministic,69311.58,39949.08
9000,100,randomized,19128.28,9737.24
9000,100,deterministic,70297.72,40492.98
9100,100,randomized,18180.56,8392.94
9100,100,deterministic,71320.58,41109.54
9200,100,randomized,18548.64,8881.2
9200,100,deterministic,71963.64,41482.0
9300,100,randomized,20465.26,10432.2
9300,100,deterministic,73091.34,42147.5
9400,100,randomized,19713.46,9923.88
9400,100,deterministic,74046.12,42674.86
9500,100,randomized,20232.5,10292.58
9500,100,deterministic,74707.7,43063.58
9600,100,randomized,21598.4,11675.48
9600,100,deterministic,75179.42,43344.48
9700,100,randomized,20639.42,9855.38
9700,100,deterministic,76183.44,43895.2
9800,100,randomized,20941.16,10715.5
9800,100,deterministic,76763.86,44262.78
9900,100,randomized,20534.26,10376.76
